  0.175000E+03  0.215000E+03  0.215000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.215000E+03  0.215000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.215000E+03  0.205000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.275000E+03  0.255000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.265000E+03  0.265000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.275000E+03  0.275000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.275000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.275000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.275000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.285000E+03  0.195000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.275000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.500000E+01  0.285000E+03  0.285000E+03  0.275000E+03  0.275000E+03  0.275000E+03  0.275000E+03  0.275000E+03  0.275000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.195000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.195000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.225000E+03  0.225000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.225000E+03  0.225000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.185000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.185000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.195000E+03  0.245000E+03  0.255000E+03  0.275000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.215000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.215000E+03  0.215000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.215000E+03  0.215000E+03  0.215000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.215000E+03  0.215000E+03  0.215000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.215000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.215000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.215000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.265000E+03  0.265000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.265000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.275000E+03  0.275000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.215000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.275000E+03  0.275000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.275000E+03  0.275000E+03  0.275000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.275000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.275000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.500000E+01  0.285000E+03  0.285000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.275000E+03  0.275000E+03  0.275000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.195000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.195000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.195000E+03  0.205000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.225000E+03  0.235000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.195000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.195000E+03  0.245000E+03  0.255000E+03  0.275000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.215000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.215000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.245000E+03  0.245000E+03  0.265000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.245000E+03  0.245000E+03  0.265000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.245000E+03  0.265000E+03  0.265000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.265000E+03  0.265000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.215000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.265000E+03  0.275000E+03  0.265000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.265000E+03  0.275000E+03  0.275000E+03  0.265000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.275000E+03  0.275000E+03  0.265000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.275000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.275000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.275000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.255000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.195000E+03  0.195000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.265000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.285000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.500000E+01  0.285000E+03  0.285000E+03  0.275000E+03  0.285000E+03  0.285000E+03  0.285000E+03  0.275000E+03  0.275000E+03  0.275000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.195000E+03  0.205000E+03  0.205000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.205000E+03  0.205000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.225000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.195000E+03  0.205000E+03  0.205000E+03  0.215000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.235000E+03  0.205000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.185000E+03  0.235000E+03  0.235000E+03  0.205000E+03  0.225000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.245000E+03  0.245000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
  0.175000E+03  0.185000E+03  0.225000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.235000E+03  0.245000E+03  0.245000E+03  0.255000E+03  0.255000E+03  0.255000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03 -0.999000E+03
